date,SPY,QQQ,IWM,EFA,EEM,VNQ,TLT,IEF,GLD,USO
2013-01-02 05:00:00,146.06,67.2,86.8,57.745,45.225,66.62,119.56,106.99,163.17,270.56
2013-01-03 05:00:00,145.7341,66.8521,86.6,57.18,44.9024,66.61,117.94,106.45,161.2,269.92
2013-01-04 05:00:00,146.37,66.63,87.24,57.47,44.99,66.9187,118.4,106.49,160.44,271.04
2013-01-07 05:00:00,145.9695,66.6504,86.91,57.2201,44.65,67.07,118.4499,106.56,159.43,271.36
2013-01-08 05:00:00,145.5496,66.52,86.8487,56.9,44.25,66.94,119.23,106.82,160.56,271.68
2013-01-09 05:00:00,145.92,66.77,87.27,57.19,44.44,67.13,119.12,106.88,160.49,271.04
2013-01-10 05:00:00,147.08,67.17,87.47,57.92,44.825,67.2,118.79,106.57,161.98,273.36
2013-01-11 05:00:00,147.07,67.26,87.34,58.04,44.47,67.16,119.85,106.91,161.06,272.48
2013-01-14 05:00:00,146.97,66.96,87.39,58.11,44.66,67.35,119.52,106.87,161.54,274.24
2013-01-15 05:00:00,147.07,66.63,87.77,58.02,44.47,67.67,120.07,107.13,162.558,271.92
2013-01-16 05:00:00,147.05,66.9,87.51,57.74,44.43,67.59,120.32,107.27,162.65,274.24
2013-01-17 05:00:00,148.0,67.22,88.32,58.21,44.678,67.8,119.12,106.78,163.35,277.36
2013-01-18 05:00:00,148.33,67.07,88.57,58.15,44.775,68.09,120.04,107.08,163.09,278.16
2013-01-22 05:00:00,149.13,67.18,89.21,58.18,44.705,68.44,120.27,107.17,163.67,280.08
2013-01-23 05:00:00,149.37,67.59,89.0,58.12,44.47,68.42,120.09,107.22,163.21,276.88
2013-01-24 05:00:00,149.41,66.66,89.29,58.4,44.31,68.56,119.67,107.04,161.42,278.08
2013-01-25 05:00:00,150.25,67.0,89.94,59.03,44.16,68.95,118.03,106.33,160.65,278.24
2013-01-28 05:00:00,150.07,67.15,90.0,58.74,43.85,69.13,117.6,106.11,160.29,279.52
2013-01-29 05:00:00,150.66,67.16,90.05,59.14,44.34,69.33,116.95,105.95,160.99,282.32
2013-01-30 05:00:00,150.07,67.02,88.97,59.2,44.13,68.67,116.75,106.01,162.19,283.92
2013-01-31 05:00:00,149.7,66.87,89.58,58.98,44.215,68.26,117.32,106.1,161.2,282.24
2013-02-01 05:00:00,151.24,67.66,90.37,59.45,44.505,68.66,115.54,105.6,161.45,282.8
2013-02-04 05:00:00,149.535,66.48,89.28,58.38,43.92,68.5,117.02,106.21,162.0,278.24
2013-02-05 05:00:00,151.05,67.46,90.08,58.65,43.97,68.34,115.98,105.83,161.96,280.24
2013-02-06 05:00:00,151.16,67.24,90.46,58.64,43.92,68.58,116.93,106.15,162.39,280.32
2013-02-07 05:00:00,150.96,67.3,90.16,58.16,43.53,68.29,116.67,106.2,161.84,277.44
2013-02-08 05:00:00,151.8,67.99,90.8,58.53,43.85,68.92,117.12,106.28,161.57,277.6
2013-02-11 05:00:00,151.77,68.01,90.7,58.47,43.83,69.02,117.03,106.17,159.7,280.96
2013-02-12 05:00:00,152.02,67.73,91.1,58.76,43.95,69.54,116.74,106.06,159.89,282.24
2013-02-13 05:00:00,152.151,67.97,91.48,58.9,44.17,69.5,115.79,105.69,159.05,281.52
2013-02-14 05:00:00,152.29,67.95,91.71,58.58,44.145,69.21,116.84,106.14,158.348,282.16
2013-02-15 05:00:00,152.11,67.75,91.74,58.43,43.99,69.24,116.5,106.04,155.76,277.76
2013-02-19 05:00:00,153.25,68.24,92.55,59.12,44.08,69.79,115.92,105.87,155.33,279.68
2013-02-20 05:00:00,151.34,67.19,90.8299,58.54,43.685,69.34,116.27,106.1,151.44,273.36
2013-02-21 05:00:00,150.42,66.47,89.95,57.66,43.09,68.82,116.95,106.31,152.62,267.44
2013-02-22 05:00:00,151.89,67.139,91.03,58.49,43.28,69.51,117.03,106.44,152.97,268.8
2013-02-25 05:00:00,149.0,66.31,89.02,57.09,42.7,68.19,119.33,107.26,154.34,265.68
2013-02-26 05:00:00,150.02,66.56,89.37,57.55,42.94,68.66,118.64,107.06,156.22,266.64
2013-02-27 05:00:00,151.91,67.239,90.31,58.28,43.41,69.16,118.29,107.01,154.57,267.2
2013-02-28 05:00:00,151.61,67.1,90.48,58.215,43.205,69.09,118.51,107.16,153.0,264.48
2013-03-01 05:00:00,152.11,67.38,90.89,58.1,43.31,69.32,118.9,107.3,152.44,261.92
2013-03-04 05:00:00,152.92,67.68,91.13,58.35,42.905,69.84,118.27,107.05,152.3,259.2
2013-03-05 05:00:00,154.29,68.68,92.19,58.93,43.415,70.39,117.93,106.94,152.38,261.52
2013-03-06 05:00:00,154.5,68.51,92.43,59.08,43.63,70.18,116.86,106.6,153.23,260.32
2013-03-07 05:00:00,154.776,68.69,92.87,59.25,43.75,69.85,115.96,106.19,152.69,263.52
2013-03-08 05:00:00,155.44,68.77,93.73,59.375,44.13,69.97,114.75,105.65,152.71,264.4
2013-03-11 04:00:00,156.03,68.97,93.7,59.56,43.89,70.03,114.86,105.7,152.99,264.32
2013-03-12 04:00:00,155.68,68.72,93.51,59.26,43.39,69.77,115.69,105.99,154.19,266.08
2013-03-13 04:00:00,155.905,68.63,93.86,59.165,42.98,69.84,115.57,105.9,153.66,265.52
2013-03-14 04:00:00,156.73,68.86,94.8,59.75,43.16,70.28,115.22,105.93,153.68,267.36
2013-03-15 04:00:00,155.83,68.51,94.75,59.871,42.77,70.44,115.76,106.3,154.001,268.8
2013-03-18 04:00:00,154.97,68.36,94.23,59.21,42.285,70.05,116.64,106.65,155.38,269.2
2013-03-19 04:00:00,154.61,68.23,93.83,59.03,41.99,69.71,117.43,106.98,156.08,264.56
2013-03-20 04:00:00,155.69,68.709,94.7,59.39,42.231,69.93,116.12,106.57,155.37,267.6
2013-03-21 04:00:00,154.359,67.93,93.87,58.85,41.8,69.72,117.24,106.85,156.246,264.4
2013-03-22 04:00:00,155.6,68.59,94.16,59.36,41.96,69.55,117.33,106.89,155.55,268.88
2013-03-25 04:00:00,154.95,68.34,93.95,58.62,41.92,69.56,117.22,106.97,155.24,270.8
2013-03-26 04:00:00,156.19,68.71,94.25,58.985,42.52,70.16,117.36,107.08,154.72,275.6
2013-03-27 04:00:00,156.19,68.801,94.314,58.7,42.68,70.29,118.36,107.54,155.36,276.4
2013-03-28 04:00:00,156.67,68.97,94.43,58.98,42.77,70.53,117.76,107.34,154.47,278.0
2013-04-01 04:00:00,156.05,68.5,93.16,58.17,42.31,70.74,118.39,107.48,154.67,277.44
2013-04-02 04:00:00,156.82,69.04,92.58,58.81,42.325,70.96,117.91,107.27,152.43,277.2
2013-04-03 04:00:00,155.23,68.41,91.13,58.52,41.83,70.71,118.969,107.72,150.73,270.08
2013-04-04 04:00:00,155.86,68.43,91.91,59.045,41.709,71.86,120.39,108.15,150.29,267.12
2013-04-05 04:00:00,155.158,67.861,91.73,58.77,41.61,72.25,122.82,108.49,152.81,266.24
2013-04-08 04:00:00,156.21,68.22,92.49,59.0,41.68,72.83,121.88,108.14,152.16,267.92
2013-04-09 04:00:00,156.75,68.68,92.22,59.21,42.09,72.84,121.58,108.18,153.34,269.12
2013-04-10 04:00:00,158.67,70.015,93.89,60.085,42.495,73.29,119.91,107.73,150.75,270.64
2013-04-11 04:00:00,159.19,69.99,94.02,60.56,42.525,73.72,120.14,107.85,151.05,267.68
2013-04-12 04:00:00,158.8,69.94,93.64,60.41,41.875,73.9,121.93,108.45,143.95,260.24
2013-04-15 04:00:00,155.118,68.56,90.11,59.22,40.86,72.37,122.99,108.69,131.31,251.92
2013-04-16 04:00:00,157.41,69.47,91.67,60.06,41.7,73.57,121.98,108.38,132.8,254.08
2013-04-17 04:00:00,155.11,68.115,90.076,58.81,41.035,72.79,122.79,108.58,132.87,248.08
2013-04-18 04:00:00,154.14,67.169,89.58,58.63,41.045,72.68,123.09,108.64,134.3,253.12
2013-04-19 04:00:00,155.48,68.09,90.61,59.1,41.64,73.8,122.83,108.58,135.47,251.12
2013-04-22 04:00:00,156.17,68.79,90.87,59.35,41.84,73.7,122.92,108.64,137.9,254.56
2013-04-23 04:00:00,157.78,69.45,92.31,60.19,42.04,74.11,122.49,108.57,136.88,254.88
2013-04-24 04:00:00,157.88,69.42,92.79,60.71,42.295,74.266,122.8,108.62,138.3699,261.272
2013-04-25 04:00:00,158.52,69.79,93.4,61.03,42.67,74.02,122.27,108.5,141.63,266.0
2013-04-26 04:00:00,158.24,69.57,92.9,61.0801,42.24,73.78,123.39,108.89,140.91,264.96
2013-04-29 04:00:00,159.3,70.21,93.57,61.86,42.68,74.41,122.94,108.85,142.3,268.88
2013-04-30 04:00:00,159.68,70.72,94.1,61.94,43.29,75.28,123.01,108.83,142.77,265.28
2013-05-01 04:00:00,158.28,70.39,91.8199,61.57,42.82,74.68,124.0099,109.05,141.11,259.12
2013-05-02 04:00:00,159.75,71.28,93.28,61.76,43.1601,75.17,123.85,109.05,141.92,267.92
2013-05-03 04:00:00,161.368,72.12,94.76,62.55,43.52,75.47,120.93,108.12,142.09,272.08
2013-05-06 04:00:00,161.78,72.4,95.37,62.47,43.58,75.86,120.63,107.98,142.15,273.12
2013-05-07 04:00:00,162.5999,72.36,96.15,62.57,43.89,76.28,120.16,107.83,140.38,272.08
2013-05-08 04:00:00,163.34,72.71,96.43,63.23,44.23,76.32,120.35,107.96,142.46,275.2
2013-05-09 04:00:00,162.881,72.6065,96.1,62.62,43.91,75.82,120.04,107.94,140.81,273.36
2013-05-10 04:00:00,163.41,73.05,96.83,62.69,43.57,76.1,118.75,107.33,139.6,273.12
2013-05-13 04:00:00,163.54,73.14,96.76,62.66,43.17,76.46,117.84,107.14,138.43,270.88
2013-05-14 04:00:00,165.23,73.52,98.0,62.78,43.37,76.74,116.56,106.71,137.81,268.48
2013-05-15 04:00:00,166.115,73.67,98.2,63.05,43.385,77.5,117.341,106.99,134.63,268.88
2013-05-16 04:00:00,165.34,73.59,97.95,62.62,43.23,77.1,118.56,107.5,134.09,270.96
2013-05-17 04:00:00,166.94,74.3,99.05,63.05,43.42,77.53,117.06,106.92,131.07,273.68
2013-05-20 04:00:00,166.93,74.19,99.21,63.4,43.53,77.71,116.922,106.84,135.12,275.512
2013-05-21 04:00:00,167.17,74.27,99.23,63.53,43.44,78.15,117.84,107.12,132.88,272.88
2013-05-22 04:00:00,165.93,73.619,97.78,62.89,42.96,76.25,116.09,106.27,131.94,267.68
2013-05-23 04:00:00,165.45,73.45,97.9,61.99,42.64,74.82,116.64,106.38,134.61,268.32
2013-05-24 04:00:00,165.308,73.41,97.88,61.45,42.265,74.63,116.8,106.42,133.76,266.96
2013-05-28 04:00:00,166.3,73.89,99.15,61.61,42.5,73.99,113.838,105.17,133.49,270.32
2013-05-29 04:00:00,165.22,73.54,98.23,61.02,41.96,72.42,115.118,105.6,134.83,264.8
2013-05-30 04:00:00,165.83,73.93,98.89,61.26,41.96,71.74,114.84,105.61,136.7,266.0
2013-05-31 04:00:00,163.445,73.25,97.8,60.07,41.195,70.78,114.45,105.32,133.92,260.88
2013-06-03 04:00:00,164.35,73.38,98.73,60.3,41.81,71.18,114.78,105.33,136.51,265.28
2013-06-04 04:00:00,163.56,73.0,97.68,60.52,41.3,70.19,113.72,105.06,135.23,265.6
2013-06-05 04:00:00,161.272,72.05,96.43,59.17,40.56,69.61,115.29,105.57,135.52,266.08
2013-06-06 04:00:00,162.73,72.4,97.45,59.5,40.9,70.73,115.22,105.7,136.53,268.96
2013-06-07 04:00:00,164.8,73.39,98.2,60.3,40.69,70.74,113.16,104.88,133.28,273.28
2013-06-10 04:00:00,164.8,73.42,98.8,60.36,40.14,70.13,112.62,104.62,133.94,272.0
2013-06-11 04:00:00,163.098,72.69,97.73,59.62,39.38,69.09,113.96,104.88,133.25,270.32
2013-06-12 04:00:00,161.75,71.85,96.76,59.55,39.11,68.15,112.33,104.41,134.25,272.24
2013-06-13 04:00:00,164.21,72.76,98.475,60.46,39.94,69.92,114.09,105.2,133.74,274.64
2013-06-14 04:00:00,163.175,72.28,97.711,59.8,39.31,70.18,113.82,105.34,134.43,277.92
2013-06-17 04:00:00,164.44,72.98,98.35,60.66,39.67,70.38,113.22,105.09,133.77,278.08
2013-06-18 04:00:00,165.735,73.58,99.51,61.09,39.835,70.74,113.28,105.03,132.13,279.68
2013-06-19 04:00:00,163.45,72.76,98.29,59.95,38.61,68.57,112.11,103.59,130.59,278.24
2013-06-20 04:00:00,159.4,71.025,95.69,57.751,36.88,65.72,110.27,103.12,123.6,269.04
2013-06-21 04:00:00,159.07,70.43,95.975,57.94,37.41,66.61,108.402,102.03,125.05,265.84
2013-06-24 04:00:00,157.06,69.73,94.71,57.03,36.65,65.68,108.85,101.78,123.93,269.12
2013-06-25 04:00:00,158.575,70.24,95.62,57.7601,37.43,66.78,107.88,101.66,123.47,269.92
2013-06-26 04:00:00,160.14,70.87,96.07,57.985,38.02,67.79,108.58,102.07,118.28,270.4
2013-06-27 04:00:00,161.08,71.17,97.56,57.41,38.28,69.15,109.69,102.62,115.94,274.64
2013-06-28 04:00:00,160.42,71.27,97.0,57.3,38.5,68.72,110.44,102.5,119.11,273.44
2013-07-01 04:00:00,161.36,71.71,98.58,57.84,38.62,68.57,110.41,102.4,121.13,277.36
2013-07-02 04:00:00,161.21,71.74,98.08,57.55,37.93,69.62,110.34,102.44,120.05,281.68
2013-07-03 04:00:00,161.28,72.031,98.28,57.57,37.58,69.16,110.01,102.24,120.74,286.72
2013-07-05 04:00:00,163.02,72.58,99.67,57.84,37.34,68.83,106.26,100.52,118.09,292.48
2013-07-08 04:00:00,163.945,72.65,100.07,58.2,37.39,68.9,107.29,101.11,119.51,291.28
2013-07-09 04:00:00,165.13,73.09,101.0,58.52,37.88,69.88,107.4,101.28,120.62,294.16
2013-07-10 04:00:00,165.192,73.51,101.28,58.69,37.52,69.91,106.555,100.92,120.95,299.44
2013-07-11 04:00:00,167.44,74.97,102.47,60.21,39.355,71.6,107.81,101.93,124.24,296.08
2013-07-12 04:00:00,167.51,75.3,102.68,59.81,38.94,71.16,107.72,101.85,124.13,300.48
2013-07-15 04:00:00,168.155,75.47,103.58,60.18,39.34,71.46,108.29,102.17,124.18,301.36
2013-07-16 04:00:00,167.525,75.37,103.06,60.14,39.5,71.51,108.66,102.22,124.89,299.84
2013-07-17 04:00:00,167.9501,75.56,103.46,60.32,39.86,71.77,108.86,102.67,123.32,302.4
2013-07-18 04:00:00,168.87,75.37,104.15,60.72,39.39,72.38,107.5,102.19,124.01,306.72
2013-07-19 04:00:00,169.17,74.59,104.31,60.67,39.275,72.33,109.2,102.75,125.11,307.6
2013-07-22 04:00:00,169.5,74.81,104.53,61.01,39.67,72.55,109.36,102.74,128.84,303.36
2013-07-23 04:00:00,169.14,74.26,104.46,61.14,40.1,72.47,108.9,102.62,129.71,304.72
2013-07-24 04:00:00,168.52,74.5,103.5899,61.06,39.69,71.06,107.52,101.93,127.48,299.2
2013-07-25 04:00:00,168.93,74.97,104.54,61.18,39.92,71.17,107.48,102.08,128.67,300.64
2013-07-26 04:00:00,169.11,75.37,104.12,60.8,39.83,71.23,108.14,102.17,128.78,297.68
2013-07-29 04:00:00,168.59,75.23,103.39,60.22,39.33,70.7,107.35,101.96,128.47,297.04
2013-07-30 04:00:00,168.588,75.63,103.48,60.21,39.24,70.49,107.31,101.93,128.12,293.36
2013-07-31 04:00:00,168.71,75.77,103.655,60.35,39.01,69.34,107.7,102.0,127.96,298.88
2013-08-01 04:00:00,170.66,76.54,105.07,61.17,39.715,69.07,105.3601,100.96,126.61,306.16
2013-08-02 04:00:00,170.95,76.97,105.16,61.67,39.71,68.73,106.52,101.82,126.36,303.52
2013-08-05 04:00:00,170.7,77.02,105.52,61.54,39.46,68.68,105.7,101.5,125.7,302.64
2013-08-06 04:00:00,169.73,76.56,104.46,61.45,38.96,68.44,106.01,101.53,123.97,299.68
2013-08-07 04:00:00,169.18,76.42,103.72,61.18,38.54,68.26,106.8,101.9,124.15,296.08
2013-08-08 04:00:00,169.8,76.8,104.15,61.735,39.28,68.29,107.09,102.05,126.86,294.72
2013-08-09 04:00:00,169.31,76.49,104.04,61.84,39.36,68.89,107.26,102.12,126.86,300.72
2013-08-12 04:00:00,169.111,76.67,104.59,61.67,39.725,68.4,106.53,101.92,129.13,302.08
2013-08-13 04:00:00,169.61,77.1,104.45,62.07,39.97,67.46,104.99,101.0,127.74,303.2
2013-08-14 04:00:00,168.74,76.81,104.04,62.1,40.1,67.2,105.15,101.09,129.0,304.72
2013-08-15 04:00:00,166.38,75.51,102.11,61.575,39.64,65.97,103.73,100.531,131.69,305.92
2013-08-16 04:00:00,165.83,75.485,101.68,61.691,39.3,64.35,103.37,100.14,132.58,307.2
2013-08-19 04:00:00,164.77,75.35,100.648,61.25,38.56,63.5,102.47,99.71,132.01,305.36
2013-08-20 04:00:00,165.58,75.68,102.1,61.17,38.49,64.94,103.26,100.25,132.45,300.16
2013-08-21 04:00:00,164.56,75.42,101.48,60.45,37.59,64.79,102.13,99.62,132.07,297.36
2013-08-22 04:00:00,166.06,76.16,102.91,61.04,38.2,65.18,103.17,99.58,132.81,300.32
2013-08-23 04:00:00,166.62,76.67,103.17,61.57,38.65,65.86,104.29,100.14,134.9,303.6
2013-08-26 04:00:00,166.0,76.71,103.18,61.12,38.23,65.67,104.81,100.34,135.45,303.68
2013-08-27 04:00:00,163.33,75.14,100.76,60.08,37.355,65.35,106.13,100.91,136.75,310.96
2013-08-28 04:00:00,163.91,75.43,100.96,60.01,37.43,64.95,105.27,100.5,136.71,312.64
2013-08-29 04:00:00,164.17,75.96,101.97,59.91,37.725,65.05,106.11,100.6,135.87,308.64
2013-08-30 04:00:00,163.65,75.47,100.38,59.17,38.02,64.5,105.99,100.41,134.62,307.84
2013-09-03 04:00:00,164.39,75.9,101.06,60.31,38.26,63.94,104.22,99.69,136.42,310.08
2013-09-04 04:00:00,165.75,76.71,101.95,60.85,38.935,64.49,103.99,99.36,134.66,306.72
2013-09-05 04:00:00,165.96,76.84,102.11,60.8,39.4,63.81,102.54,98.6,132.2,309.52
2013-09-06 04:00:00,166.04,76.93,102.39,61.13,39.975,64.8,103.05,99.2,134.15,314.88
2013-09-09 04:00:00,167.634,77.83,103.94,61.97,41.035,66.15,103.1,99.4,133.91,311.52
2013-09-10 04:00:00,168.87,78.21,104.96,62.67,41.345,66.1,102.38,98.945,131.74,306.68
2013-09-11 04:00:00,169.4,78.06,105.01,62.89,41.37,66.63,103.29,99.44,131.7,307.84
2013-09-12 04:00:00,168.95,78.01,104.24,62.53,40.89,66.2,103.15,99.45,127.67,310.92
2013-09-13 04:00:00,169.33,78.06,104.81,62.83,41.155,66.39,103.55,99.58,127.82,310.8
2013-09-16 04:00:00,170.31,77.85,105.04,63.32,41.62,67.05,102.86,99.8,126.45,304.88
2013-09-17 04:00:00,171.07,78.37,106.08,63.36,41.53,67.01,103.71,100.0,126.5,301.92
2013-09-18 04:00:00,173.051,79.31,107.09,65.05,43.275,69.28,104.99,101.24,132.01,309.44
2013-09-19 04:00:00,172.76,79.5,106.98,64.74,43.04,69.22,104.37,100.89,131.75,304.64
2013-09-20 04:00:00,170.72,78.985,106.59,64.265,42.075,68.09,104.925,100.99,127.96,302.16
2013-09-23 04:00:00,169.93,78.83,106.6,64.25,42.225,67.01,105.69,101.37,127.55,298.16
2013-09-24 04:00:00,169.53,78.83,106.67,64.15,41.87,66.5,106.83,101.74,127.66,297.76
2013-09-25 04:00:00,169.04,78.56,106.47,64.22,41.55,66.72,107.05,102.015,128.79,295.04
2013-09-26 04:00:00,169.69,79.17,107.06,64.49,41.72,67.13,106.3,101.8,127.79,296.64
2013-09-27 04:00:00,168.909,79.07,106.58,64.26,41.235,66.85,106.56,101.94,128.97,295.68
2013-09-30 04:00:00,168.01,78.88,106.61,63.801,40.755,66.14,106.4,102.11,128.18,294.8
2013-10-01 04:00:00,169.34,79.68,107.85,64.14,41.57,67.1,105.8,101.73,124.59,293.44
2013-10-02 04:00:00,169.18,79.65,107.41,64.12,41.725,67.2,105.96,101.9,127.06,299.36
2013-10-03 04:00:00,167.62,78.72,106.31,63.7,41.57,66.03,105.79,102.04,127.18,297.12
2013-10-04 04:00:00,168.89,79.4,107.02,63.85,42.11,65.9,105.71,101.76,126.53,298.48
2013-10-07 04:00:00,167.43,78.74,105.77,63.19,41.75,66.2,106.14,101.85,127.64,297.12
2013-10-08 04:00:00,165.48,77.22,104.055,62.7,41.35,65.48,106.17,101.8,127.4,298.48
2013-10-09 04:00:00,165.6,76.98,103.64,62.97,41.655,65.49,105.32,101.62,126.11,292.4
2013-10-10 04:00:00,169.17,78.61,106.14,64.1,42.64,67.16,105.49,101.4,124.27,296.8
2013-10-11 04:00:00,170.26,79.23,107.68,64.44,42.825,67.83,105.455,101.55,122.6,294.0
2013-10-14 04:00:00,170.94,79.79,108.22,64.66,43.08,67.87,104.61,101.21,122.83,294.96
2013-10-15 04:00:00,169.7,79.48,107.16,64.35,42.66,67.62,104.54,101.23,123.73,291.76
2013-10-16 04:00:00,172.07,80.38,108.49,64.835,42.995,68.89,105.85,101.72,123.54,295.36
2013-10-17 04:00:00,173.22,80.84,109.44,65.69,43.265,69.93,106.81,102.3,127.42,291.04
2013-10-18 04:00:00,174.388,82.15,110.69,66.08,43.309,69.86,107.04,102.31,126.85,291.6
2013-10-21 04:00:00,174.4,82.33,110.47,66.18,43.24,69.44,106.7,102.24,126.98,287.52
2013-10-22 04:00:00,175.41,82.45,110.76,66.84,43.655,70.08,107.89,102.95,129.34,283.28
2013-10-23 04:00:00,174.57,81.95,110.39,66.19,42.64,70.21,108.31,103.125,128.69,279.6
2013-10-24 04:00:00,175.15,82.31,110.981,66.65,42.55,70.19,107.89,102.92,129.9,279.92
2013-10-25 04:00:00,175.95,82.9,111.08,66.455,42.745,71.05,108.29,103.1,130.46,282.56
2013-10-28 04:00:00,176.23,82.92,111.03,66.35,43.0,70.54,107.92,103.0,130.56,284.4
2013-10-29 04:00:00,177.17,83.06,111.35,66.49,43.135,70.13,108.06,103.14,129.77,283.28
2013-10-30 04:00:00,176.29,82.98,109.83,66.25,42.9,69.54,107.41,102.87,129.6,278.8
2013-10-31 04:00:00,175.79,82.79,109.19,65.88,42.455,69.13,107.64,102.75,127.74,277.52
2013-11-01 04:00:00,176.21,82.81,108.715,65.56,42.475,69.49,106.19,102.02,126.95,273.032
2013-11-04 05:00:00,176.83,82.93,109.97,65.88,42.74,69.62,106.29,102.22,126.81,272.32
2013-11-05 05:00:00,176.27,83.02,109.59,65.305,41.88,68.48,105.02,101.76,126.56,269.36
2013-11-06 05:00:00,177.17,83.0,109.12,65.88,42.01,68.38,105.07,102.07,127.2,273.512
2013-11-07 05:00:00,174.93,81.44,107.28,64.84,41.25,67.53,105.96,102.34,126.16,271.76
2013-11-08 05:00:00,177.29,82.54,109.23,65.22,41.159,66.62,103.41,101.19,124.279,272.08
2013-11-11 05:00:00,177.32,82.41,109.38,65.36,40.95,66.69,103.02,101.14,123.87,274.08
2013-11-12 05:00:00,176.96,82.54,109.47,65.14,40.73,66.39,103.5,101.05,122.45,269.12
2013-11-13 05:00:00,178.38,83.54,110.52,65.35,40.8,66.82,103.88,101.47,122.85,271.2
2013-11-14 05:00:00,179.27,83.8,110.405,65.645,41.455,67.29,104.52,101.96,124.27,271.44
2013-11-15 05:00:00,180.05,83.96,110.83,66.179,42.245,67.54,104.73,101.88,124.32,271.04
2013-11-18 05:00:00,179.42,83.14,110.05,66.18,42.625,67.12,105.36,102.24,122.9,268.96
2013-11-19 05:00:00,179.03,82.9,109.37,66.01,42.37,66.65,104.56,101.86,122.95,269.76
2013-11-20 05:00:00,178.47,82.7,109.33,65.55,41.79,65.84,102.78,101.3,120.12,269.04
2013-11-21 05:00:00,179.91,83.54,111.3,65.96,41.75,66.35,102.95,101.39,119.94,273.36
2013-11-22 05:00:00,180.81,83.99,111.85,66.15,42.05,66.09,103.91,101.68,119.92,272.32
2013-11-25 05:00:00,180.63,84.19,111.99,65.95,41.51,65.78,104.21,101.76,120.46,270.56
2013-11-26 05:00:00,180.68,84.63,112.82,65.95,41.65,65.55,104.6,101.98,119.82,269.52
2013-11-27 05:00:00,181.12,85.22,113.45,66.11,41.92,66.11,104.42,101.75,119.46,265.52
2013-11-29 05:00:00,181.0,85.73,113.51,66.24,42.35,65.5,104.45,101.69,120.7,267.68
2013-12-02 05:00:00,180.53,85.48,112.37,65.75,41.46,65.12,103.33,101.09,117.58,269.44
2013-12-03 05:00:00,179.75,85.41,111.83,65.29,41.32,64.99,103.71,101.27,117.96,276.08
2013-12-04 05:00:00,179.73,85.49,111.53,64.94,41.27,65.23,102.72,100.81,119.96,279.04
2013-12-05 05:00:00,178.94,85.38,111.61,64.57,41.03,65.46,102.43,100.56,118.3,279.44
2013-12-06 05:00:00,180.94,86.0,112.48,65.37,41.94,65.93,102.92,100.65,118.55,280.4
2013-12-09 05:00:00,181.4,86.35,112.45,65.3,42.0,66.25,103.16,100.77,119.72,279.28
2013-12-10 05:00:00,180.75,86.29,111.43,65.19,42.02,66.08,103.9,101.19,121.82,282.48
2013-12-11 05:00:00,178.72,85.18,109.6,64.58,41.09,64.56,103.1,100.8,120.86,279.84
2013-12-12 05:00:00,178.13,84.96,109.84,64.11,40.85,64.2,102.71,100.51,118.29,279.76
2013-12-13 05:00:00,178.11,84.85,110.2,64.07,40.95,64.36,103.21,100.66,119.38,277.12
2013-12-16 05:00:00,179.216,85.32,111.51,64.53,41.215,64.58,102.83,100.61,119.69,279.52
2013-12-17 05:00:00,178.65,85.15,111.35,64.25,40.86,64.88,103.29,100.93,118.65,278.96
2013-12-18 05:00:00,181.7,86.14,112.88,64.7,41.3,66.03,102.77,100.55,117.61,280.24
2013-12-19 05:00:00,181.49,85.9,112.04,64.7,40.54,65.12,102.67,100.13,114.82,282.56
2013-12-20 05:00:00,181.56,86.5,113.93,65.07,40.48,65.52,104.25,100.44,115.94,283.84
2013-12-23 05:00:00,182.53,87.41,114.78,65.74,40.78,65.65,103.66,100.12,115.57,282.88
2013-12-24 05:00:00,182.93,87.45,115.22,65.87,41.02,64.7,102.83,99.73,116.1,283.92
2013-12-26 05:00:00,183.855,87.74,115.23,66.23,40.67,64.75,102.1,99.48,116.74,285.2
2013-12-27 05:00:00,183.845,87.52,115.16,66.57,41.3,64.89,101.81,99.42,117.12,286.72
2013-12-30 05:00:00,183.82,87.39,115.09,66.85,41.48,64.91,102.51,99.69,115.39,284.24
2013-12-31 05:00:00,184.69,87.96,115.36,67.095,41.795,64.56,101.86,99.24,116.12,282.56
2014-01-02 05:00:00,182.92,87.27,114.11,65.91,40.19,64.57,102.17,99.63,118.0,273.84
2014-01-03 05:00:00,182.885,86.64,114.69,65.98,40.12,64.93,102.17,99.57,119.29,270.0
2014-01-06 05:00:00,182.36,86.32,113.76,65.9,39.74,65.26,102.6,99.85,119.5,268.56
2014-01-07 05:00:00,183.48,87.12,114.71,66.27,39.91,65.55,102.86,100.01,118.82,268.64
2014-01-08 05:00:00,183.52,87.31,114.86,66.25,39.78,65.23,102.58,99.52,118.12,265.28
2014-01-09 05:00:00,183.64,87.02,114.89,66.2,39.57,65.23,103.18,99.78,118.46,264.64
2014-01-10 05:00:00,184.14,87.3,115.52,66.81,40.27,66.12,104.41,100.62,120.26,265.52
2014-01-13 05:00:00,181.685,86.01,113.94,66.23,39.79,65.68,104.93,100.91,121.02,262.48
2014-01-14 05:00:00,183.67,87.65,115.34,66.76,40.22,66.16,104.45,100.53,119.89,264.32
2014-01-15 05:00:00,184.66,88.37,116.2,67.04,40.21,66.66,104.34,100.44,119.66,270.16
